Magnetic Link para baixar todos de uma vez (Tamanho: 371.49 Gb);magnet:?xt=urn:btih:009a0979afcf4bd3e52abc889d9e7a2652c009c4&dn=1389+sony+playstation+roms&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce
F1 GP Nippon no Chousen - Doumu no Yabou (J);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/F1%20GP%20Nippon%20no%20Chousen%20-%20Doumu%20no%20Yabou%20%28J%29%20%5BSLPS-00519%5D.rar
F1 Racing Championship [U] (En,Fr);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/F1%20Racing%20Championship%20%28USA%29%20%28En%2CFr%29.7z
F1 World Grand Prix - 1999 Season [U] (En,Fr,De,Es,It);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/F1%20World%20Grand%20Prix%20-%201999%20Season%20%28USA%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.7z
F1 World Grand Prix (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/F1%20World%20Grand%20Prix%20%28E%29%20%5BSLES-00887%5D.rar
F1 World Grand Prix [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/F1%20World%20Grand%20Prix%20%28USA%29.7z
F1 World Grand Prix 2000 [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psx/F1%20World%20Grand%20Prix%202000%20%5BNTSC-U%5D%20%5BSLUS-01344%5D.rar
Fade to Black (E) (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Fade%20to%20Black%20%28E%29%20%28v1.0%29%20%5BSLES-00209%5D.7z
Fade to Black (E) (v1.1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Fade%20to%20Black%20%28E%29%20%28v1.1%29%20%5BSLES-00339%5D.7z
Fade to Black [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Fade%20to%20Black%20%28USA%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.7z
Faire Games - Language Arts [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Faire%20Games%20-%20Language%20Arts%20%28USA%29.7z
Faire Games - Mathematics [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Faire%20Games%20-%20Mathematics%20%28USA%29.7z
Falcata - Astran Pardma no Monshou (J);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Falcata%20-%20Astran%20Pardma%20no%20Monshou%20%28J%29%20%5BSLPS-00010%5D.rar
Family Card Game Fun Pak [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Family%20Card%20Games%20Fun%20Pack%20%28USA%29.7z
Family Connection - A Guide to Lightspan [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Family%20Connection%20-%20A%20Guide%20to%20Lightspan%20%28USA%29.7z
Family Diamond (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Family%20Diamond%20%28Japan%29%20%5BSLPS-03348%5D.rar
Family Feud [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Family%20Feud%20%28USA%29.7z
Family Game Pack [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Family%20Game%20Pack%20%28USA%29.7z
Family Games Compendium (E) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Family%20Games%20Compendium%20%28E%29%20%28Disc%201%29%20%5BSLES-03485%5D.rar
Family Games Compendium (E) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Family%20Games%20Compendium%20%28E%29%20%28Disc%202%29%20%5BSLES-13485%5D.rar
Family Games Compendium (E) (Disc 3);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Family%20Games%20Compendium%20%28E%29%20%28Disc%203%29%20%5BSLES-23485%5D.rar
Famitsu Wave Soukangou Vol. 1 (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Famitsu%20Wave%20Soukangou%20Vol.%201%20%28Japan%29.7z
Fantastic Four [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Fantastic%20Four%20%28USA%29.7z
Fantastic Night Dreams - Cotton Original (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Fantastic%20Night%20Dreams%20-%20Cotton%20Original%20%28Japan%29.7z
Fantastic Night Dreams - Cotton Original (Japan) [En by RIP v1.1];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-New/Fantastic%20Night%20Dreams%20-%20Cotton%20Original%20%28Japan%29%20%5BEn%20by%20RIP%20v1.1%5D.rar
Fantasy Tap (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Fantasy%20Tap%20%28Japan%29.7z
Fatal Fury - Wild Ambition [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Fatal%20Fury%20-%20Wild%20Ambition%20%28USA%29.7z
Fear Effect (E) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Fear%20Effect%20%28E%29%20%28Disc%201%29%20%5BSLES-02166%5D.7z
Fear Effect (E) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Fear%20Effect%20%28E%29%20%28Disc%202%29%20%5BSLES-12166%5D.7z
Fear Effect (E) (Disc 3);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Fear%20Effect%20%28E%29%20%28Disc%203%29%20%5BSLES-22166%5D.7z
Fear Effect (E) (Disc 4);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Fear%20Effect%20%28E%29%20%28Disc%204%29%20%5BSLES-32166%5D.7z
Fear Effect [NTSC-U] [Disc1of4];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Fear%20Effect%20%28USA%29%20%28Disc%201%29.7z
Fear Effect [NTSC-U] [Disc2of4];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Fear%20Effect%20%28USA%29%20%28Disc%202%29.7z
Fear Effect [NTSC-U] [Disc3of4];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Fear%20Effect%20%28USA%29%20%28Disc%203%29.7z
Fear Effect [NTSC-U] [Disc4of4];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Fear%20Effect%20%28USA%29%20%28Disc%204%29.7z
Fear Effect 2 - Retro Helix (E) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Fear%20Effect%202%20-%20Retro%20Helix%20%28E%29%20%28Disc%201%29%20%5BSLES-03386%5D.7z
Fear Effect 2 - Retro Helix (E) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Fear%20Effect%202%20-%20Retro%20Helix%20%28E%29%20%28Disc%202%29%20%5BSLES-13386%5D.7z
Fear Effect 2 - Retro Helix (E) (Disc 3);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Fear%20Effect%202%20-%20Retro%20Helix%20%28E%29%20%28Disc%203%29%20%5BSLES-23386%5D.7z
Fear Effect 2 - Retro Helix (E) (Disc 4);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Fear%20Effect%202%20-%20Retro%20Helix%20%28E%29%20%28Disc%204%29%20%5BSLES-33386%5D.7z
Fear Effect 2 - Retro Helix [NTSC-U] [Disc1of4];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Fear%20Effect%202%20-%20Retro%20Helix%20%28USA%29%20%28Disc%201%29%20%28v1.1%29.7z
Fear Effect 2 - Retro Helix [NTSC-U] [Disc2of4];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Fear%20Effect%202%20-%20Retro%20Helix%20%28USA%29%20%28Disc%202%29%20%28v1.1%29.7z
Fear Effect 2 - Retro Helix [NTSC-U] [Disc3of4];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Fear%20Effect%202%20-%20Retro%20Helix%20%28USA%29%20%28Disc%203%29%20%28v1.1%29.7z
Fear Effect 2 - Retro Helix [NTSC-U] [Disc4of4];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Fear%20Effect%202%20-%20Retro%20Helix%20%28USA%29%20%28Disc%204%29%20%28v1.1%29.7z
Fear Effect 2 - Retro Helix [U] (Disc 1) (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Fear%20Effect%202%20-%20Retro%20Helix%20%28USA%29%20%28Disc%201%29%20%28v1.0%29.7z
Fear Effect 2 - Retro Helix [U] (Disc 2) (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Fear%20Effect%202%20-%20Retro%20Helix%20%28USA%29%20%28Disc%202%29%20%28v1.0%29.7z
Fear Effect 2 - Retro Helix [U] (Disc 3) (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Fear%20Effect%202%20-%20Retro%20Helix%20%28USA%29%20%28Disc%203%29%20%28v1.0%29.7z
Fear Effect 2 - Retro Helix [U] (Disc 4) (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Fear%20Effect%202%20-%20Retro%20Helix%20%28USA%29%20%28Disc%204%29%20%28v1.0%29.7z
Felony 11-79 [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Felony%2011-79%20%28USA%29.7z
FIA World Rally Championship (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/FIA%20World%20Rally%20Championship%20%28E%29%20%5BSCES-03907%5D.7z
FIFA - Die WM-Qualifikation 98 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/FIFA%20-%20Die%20WM-Qualifikation%2098%20%28G%29%20%5BSLES-00916%5D.7z
FIFA - Road to World Cup '98 [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/FIFA%20-%20Road%20to%20World%20Cup%2098%20%28USA%29%20%28En%2CFr%2CDe%2CEs%2CNl%2CSv%29.7z
FIFA - Road to World Cup 98 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/FIFA%20-%20Road%20to%20World%20Cup%2098%20%28E%29%20%5BSLES-00914%5D.7z
FIFA - Road to World Cup 98 (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/FIFA%20-%20Road%20to%20World%20Cup%2098%20%28Japan%29.7z
FIFA - Road to World Cup 98 (Japan) (Demo);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/FIFA%20-%20Road%20to%20World%20Cup%2098%20%28Japan%29%20%28Demo%29.7z
FIFA '96 [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/FIFA%20Soccer%2096%20%28USA%29.7z
FIFA '99 [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/FIFA%2099%20%28USA%29.7z
FIFA 2000 - Major League Soccer [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/FIFA%202000%20-%20Major%20League%20Soccer%20%28USA%29%20%28En%2CDe%2CEs%2CNl%2CSv%29.7z
FIFA 2000 (E) (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/FIFA%202000%20%28E%29%20%28v1.0%29%20%5BSLES-02315%5D.7z
FIFA 2000 (E) (v1.1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/FIFA%202000%20%28E%29%20%28v1.1%29%20%5BSLES-02315%5D.7z
FIFA 2000 (S);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/FIFA%202000%20%28S%29%20%5BSLES-02318%5D.7z
FIFA 2001 - Major League Soccer [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/FIFA%202001%20%28USA%29.7z
FIFA 2001 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/FIFA%202001%20%28E%29%20%5BSLES-03140%5D.7z
FIFA 2001 (S);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/FIFA%202001%20%28S%29%20%5BSLES-03146%5D.7z
FIFA 2002 [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/FIFA%20Soccer%202002%20%28USA%29%20%28En%2CEs%29.7z
FIFA 99 - Europa League Soccer (J);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/FIFA%2099%20-%20Europa%20League%20Soccer%20%28J%29%20%5BSLPS-02309%5D.rar
FIFA 99 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/FIFA%2099%20%28E%29%20%5BSLES-01584%5D.7z
FIFA 99 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/FIFA%2099%20%28G%29%20%5BSLES-01586%5D.7z
FIFA 99 (I);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/FIFA%2099%20%28I%29%20%5BSLES-01587%5D.7z
FIFA Football 2002 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/FIFA%20Football%202002%20%28E%29%20%5BSLES-03666%5D.7z
FIFA Football 2002 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/FIFA%20Football%202002%20%28G%29%20%5BSLES-03669%5D.7z
FIFA Football 2003 (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/FIFA%20Football%202003%20%28E%29%20%5BSLES-03977%5D.7z
FIFA Football 2003 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/FIFA%20Football%202003%20%28G%29%20%5BSLES-03979%5D.7z
FIFA Football 2004 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/FIFA%20Football%202004%20%28G%29%20%5BSLES-04117%5D.7z
FIFA Soccer '97 [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/FIFA%20Soccer%2097%20%28USA%29.7z
FIFA Soccer 2003 [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/FIFA%20Soccer%202003%20%28USA%29.7z
FIFA Soccer 2004 [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/FIFA%20Soccer%202004%20%28USA%29%20%28En%2CEs%29.7z
FIFA Soccer 2005 [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/FIFA%20Soccer%202005%20%28USA%29%20%28En%2CEs%29.7z
FIFA World Cup 2002 [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/2002%20FIFA%20World%20Cup%20%28USA%29%20%28En%2CEs%29.7z
FIFA World Cup 98 - France 98 Soushuuhen (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/FIFA%20World%20Cup%2098%20-%20France%2098%20Soushuuhen%20%28Japan%29.7z
Fifth Element, The (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Fifth%20Element%2C%20The%20%28E%29%20%5BSCES-01285%5D.rar
Fifth Element, The (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Fifth%20Element%2C%20The%20%28Japan%29.7z
Fifth Element, The [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Fifth%20Element%2C%20The%20%28USA%29.7z
Fighter Maker [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Fighter%20Maker%20%28USA%29.7z
Fighters' Impact (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Fighters%27%20Impact%20%28Japan%29%20%5BSLPS-00822%5D.rar
Fighting Force (Demo) (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Fighting%20Force%20%28Demo%29%20%28E%29%20%5BSLED-00881%5D.rar
Fighting Force (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Fighting%20Force%20%28E%29%20%5BSLES-00731%5D.rar
Fighting Force [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Fighting%20Force%20%28USA%29%20%28v1.2%29.7z
Fighting Force [U] (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Fighting%20Force%20%28USA%29%20%28v1.0%29.7z
Fighting Force [U] (v1.1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Fighting%20Force%20%28USA%29%20%28v1.1%29.7z
Fighting Force 2 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Fighting%20Force%202%20%28G%29%20%5BSLES-02235%5D.rar
Fighting Force 2 [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Fighting%20Force%202%20%28USA%29.7z
Fighting Illusion - K-1 Grand Prix (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-New/Fighting%20Illusion%20-%20K-1%20Grand%20Prix%20%28Japan%29.rar
Fighting Illusion - K-1 Revenge (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-New/Fighting%20Illusion%20-%20K-1%20Revenge%20%28Japan%29.rar
Final Doom (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Doom%20%28E%29%20%5BSLES-00487%5D.rar
Final Doom [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Final%20Doom%20%28USA%29.7z
Final Fantasy (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Final%20Fantasy%20%28Japan%29%20%5BSLPS-03430%5D.rar
Final Fantasy Anthology - European Edition - Final Fantasy IV (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20Anthology%20-%20European%20Edition%20-%20Final%20Fantasy%20IV%20%28E%29%20%5BSCES-03840%5D.7z
Final Fantasy Anthology - European Edition - Final Fantasy V (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20Anthology%20-%20European%20Edition%20-%20Final%20Fantasy%20V%20%28E%29%20%5BSCES-13840%5D.7z
Final Fantasy Anthology - Final Fantasy V [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Final%20Fantasy%20Anthology%20-%20Final%20Fantasy%20V%20%28USA%29%20%28v1.1%29.7z
Final Fantasy Anthology - Final Fantasy V [U] (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Final%20Fantasy%20Anthology%20-%20Final%20Fantasy%20V%20%28USA%29%20%28v1.0%29.7z
Final Fantasy Anthology - Final Fantasy VI [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Final%20Fantasy%20Anthology%20-%20Final%20Fantasy%20VI%20%28USA%29%20%28v1.1%29.7z
Final Fantasy Anthology - Final Fantasy VI [U] (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Final%20Fantasy%20Anthology%20-%20Final%20Fantasy%20VI%20%28USA%29%20%28v1.0%29.7z
Final Fantasy Chronicles - Chrono Trigger [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Final%20Fantasy%20Chronicles%20-%20Chrono%20Trigger%20%28USA%29%20%28v1.1%29.7z
Final Fantasy Chronicles - Chrono Trigger [U] (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Final%20Fantasy%20Chronicles%20-%20Chrono%20Trigger%20%28USA%29%20%28v1.0%29.7z
Final Fantasy Chronicles - Final Fantasy IV [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Final%20Fantasy%20Chronicles%20-%20Final%20Fantasy%20IV%20%28USA%29%20%28v1.1%29.7z
Final Fantasy Chronicles - Final Fantasy IV [U] (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Final%20Fantasy%20Chronicles%20-%20Final%20Fantasy%20IV%20%28USA%29%20%28v1.0%29.7z
Final Fantasy Extra Collection (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Final%20Fantasy%20Extra%20Collection%20%28Japan%29%20%5BSLPM-80073%5D.rar
Final Fantasy II (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Final%20Fantasy%20II%20%28Japan%29%20%5BSLPS-03502%5D.rar
Final Fantasy IV (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Final%20Fantasy%20IV%20%28Japan%29.7z
Final Fantasy IX (E) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20IX%20%28E%29%20%28Disc%201%29%20%5BSLES-02965%5D.7z
Final Fantasy IX (E) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20IX%20%28E%29%20%28Disc%202%29%20%5BSLES-12965%5D.7z
Final Fantasy IX (E) (Disc 3);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20IX%20%28E%29%20%28Disc%203%29%20%5BSLES-22965%5D.7z
Final Fantasy IX (E) (Disc 4);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20IX%20%28E%29%20%28Disc%204%29%20%5BSLES-32965%5D.7z
Final Fantasy IX (F) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20IX%20%28F%29%20%28Disc%201%29%20%5BSLES-02966%5D.7z
Final Fantasy IX (F) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20IX%20%28F%29%20%28Disc%202%29%20%5BSLES-12966%5D.7z
Final Fantasy IX (F) (Disc 3);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20IX%20%28F%29%20%28Disc%203%29%20%5BSLES-22966%5D.7z
Final Fantasy IX (F) (Disc 4);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20IX%20%28F%29%20%28Disc%204%29%20%5BSLES-32966%5D.7z
Final Fantasy IX (G) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20IX%20%28G%29%20%28Disc%201%29%20%5BSLES-02967%5D.7z
Final Fantasy IX (G) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20IX%20%28G%29%20%28Disc%202%29%20%5BSLES-12967%5D.7z
Final Fantasy IX (G) (Disc 3);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20IX%20%28G%29%20%28Disc%203%29%20%5BSLES-22967%5D.7z
Final Fantasy IX (G) (Disc 4);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20IX%20%28G%29%20%28Disc%204%29%20%5BSLES-32967%5D.7z
Final Fantasy IX (I) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20IX%20%28I%29%20%28Disc%201%29%20%5BSLES-02968%5D.7z
Final Fantasy IX (I) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20IX%20%28I%29%20%28Disc%202%29%20%5BSLES-12968%5D.7z
Final Fantasy IX (I) (Disc 3);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20IX%20%28I%29%20%28Disc%203%29%20%5BSLES-22968%5D.7z
Final Fantasy IX (I) (Disc 4);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20IX%20%28I%29%20%28Disc%204%29%20%5BSLES-32968%5D.7z
Final Fantasy IX (J) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Final%20Fantasy%20IX%20%28J%29%20%28Disc%201%29%20%5BSLPS-02000%5D.rar
Final Fantasy IX (J) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Final%20Fantasy%20IX%20%28J%29%20%28Disc%202%29%20%5BSLPS-02001%5D.rar
Final Fantasy IX (J) (Disc 3);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Final%20Fantasy%20IX%20%28J%29%20%28Disc%203%29%20%5BSLPS-02002%5D.rar
Final Fantasy IX (J) (Disc 4);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Final%20Fantasy%20IX%20%28J%29%20%28Disc%204%29%20%5BSLPS-02003%5D.rar
Final Fantasy IX (S) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20IX%20%28S%29%20%28Disc%201%29%20%5BSLES-02969%5D.7z
Final Fantasy IX (S) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20IX%20%28S%29%20%28Disc%202%29%20%5BSLES-12969%5D.7z
Final Fantasy IX (S) (Disc 3);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20IX%20%28S%29%20%28Disc%203%29%20%5BSLES-22969%5D.7z
Final Fantasy IX (S) (Disc 4);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Final%20Fantasy%20IX%20%28S%29%20%28Disc%204%29%20%5BSLES-32969%5D.7z
Final Fantasy IX [NTSC-U] [Disc1of4];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Final%20Fantasy%20IX%20%28USA%29%20%28Disc%201%29%20%28v1.1%29.7z
