Magnetic Link para baixar todos de uma vez (Tamanho: 371.49 Gb);magnet:?xt=urn:btih:009a0979afcf4bd3e52abc889d9e7a2652c009c4&dn=1389+sony+playstation+roms&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Fglotorrents.pw%3A6969%2Fannounce
Parasite Eve II (E) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Parasite%20Eve%20II%20%28E%29%20%28Disc%202%29%20%5BSLES-12558%5D.7z
Parasite Eve II (G) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Parasite%20Eve%20II%20%28G%29%20%28Disc%201%29%20%5BSLES-02560%5D.7z
Parasite Eve II (G) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Parasite%20Eve%20II%20%28G%29%20%28Disc%202%29%20%5BSLES-12560%5D.7z
Parasite Eve II (J) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Parasite%20Eve%20II%20%28J%29%20%28Disc%201%29%20%5BSLPS-02480%5D.rar
Parasite Eve II (J) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Parasite%20Eve%20II%20%28J%29%20%28Disc%202%29%20%5BSLPS-02481%5D.rar
Parasite Eve II (S) (Disc 1);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Parasite%20Eve%20II%20%28S%29%20%28Disc%201%29%20%5BSLES-02561%5D.7z
Parasite Eve II (S) (Disc 2);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Parasite%20Eve%20II%20%28S%29%20%28Disc%202%29%20%5BSLES-12561%5D.7z
Parlor! Pro (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Parlor%21%20Pro%20%28Japan%29.7z
Parlor! Pro 3 (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Parlor%21%20Pro%203%20%28Japan%29.7z
Parlor! Pro 4 (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Parlor%21%20Pro%204%20%28Japan%29.7z
Parlor! Pro 5 (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Parlor%21%20Pro%205%20%28Japan%29.7z
Parodius (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Parodius%20%28E%29%20%5BSLES-00036%5D.7z
Patriotic Pinball [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Patriotic%20Pinball%20%28USA%29.7z
PD Ultraman Invader (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/PD%20Ultraman%20Invader%20%28Japan%29%20%5BSLPS-00195%5D.rar
Peak Performance [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Peak%20Performance%20%28USA%29.7z
Pebble Beach no Hatou Plus (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Pebble%20Beach%20no%20Hatou%20Plus%20%28Japan%29.7z
Pepsiman (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Pepsiman%20%28Japan%29.7z
Pepsiman The Running Hero (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Pepsiman%20The%20Running%20Hero%20%28Japan%29%20%5BSLPS-01762%5D.rar
Perfect Fishing - Bass Tsuri (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Perfect%20Fishing%20-%20Bass%20Tsuri%20%28Japan%29.7z
Perfect Fishing - Iso Zuri (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Perfect%20Fishing%20-%20Iso%20Zuri%20%28Japan%29%20%5BSLPS-02410%5D.rar
Perfect Golf, The (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Perfect%20Golf%2C%20The%20%28Japan%29.7z
Perfect Performer - The Yellow Monkey (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-New/Perfect%20Performer%20-%20The%20Yellow%20Monkey%20%28Japan%29.rar
Perfect Weapon (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Perfect%20Weapon%20%28E%29%20%5BSLES-00581%5D.rar
Perfect Weapon (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Perfect%20Weapon%20%28G%29%20%5BSLES-00686%5D.rar
Perfect Weapon [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Perfect%20Weapon%20%28USA%29.7z
Persona - Revelations [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Persona%20%28USA%29.7z
Persona 2 - Batsu (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Persona%202%20-%20Batsu%20%28Japan%29.7z
Persona 2 - Eternal Punishment [Bonus Disc] [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Persona%202%20-%20Eternal%20Punishment%20%28USA%29%20%28Bonus%20Disc%29.7z
Persona 2 - Eternal Punishment [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Persona%202%20-%20Eternal%20Punishment%20%28USA%29.7z
Persona 2 - Tsumi (Demo) (J);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Persona%202%20-%20Tsumi%20%28Demo%29%20%28J%29%20%5BSLPS-01923%5D.rar
Persona 2 - Tsumi (Japan) (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Persona%202%20-%20Tsumi%20%28Japan%29%20%28v1.0%29.7z
Persona 2 - Tsumi ~ Innocent Sin (Japan) (v1.0) [En by Gemini v1.0a];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-New/Persona%202%20-%20Tsumi%20~%20Innocent%20Sin%20%28Japan%29%20%28v1.0%29%20%5BEn%20by%20Gemini%20v1.0a%5D.rar
Pet in TV - With My Dear Dog (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Pet%20in%20TV%20-%20With%20My%20Dear%20Dog%20%28Japan%29.7z
Pet Pet Pet (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Pet%20Pet%20Pet%20%28Japan%29.7z
PGA European Tour Golf (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/PGA%20European%20Tour%20Golf%20%28E%29%20%5BSLES-02061%5D.rar
PGA Tour '96 [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/PGA%20Tour%2096%20%28USA%29.7z
PGA Tour '97 [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/PGA%20Tour%2097%20%28USA%29.7z
PGA Tour '98 [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/PGA%20Tour%2098%20%28USA%29.7z
PGA Tour 97 (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/PGA%20Tour%2097%20%28Japan%29.7z
Philosoma (J);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Philosoma%20%28J%29%20%5BSCPS-10009%5D.rar
Philosoma (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Philosoma%20%28Japan%29.7z
Philosoma [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Philosoma%20%28USA%29.7z
Photo Genic (J);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Photo%20Genic%20%28J%29%20%5BSLPS-01116%5D.rar
Photo Genic (Japan) (Genteiban);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Photo%20Genic%20%28Japan%29%20%28Genteiban%29.7z
Pi to Mail (J);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-Asia/Pi%20to%20Mail%20%28J%29%20%5BSLPS-01866%5D.rar
Pilot ni Narou! (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Pilot%20ni%20Narou%21%20%28Japan%29.7z
Pinball Power (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Pinball%20Power%20%28E%29%20%5BSLES-02922%5D.rar
Pink Panther - Pinkadelic Pursuit [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Pink%20Panther%20-%20Pinkadelic%20Pursuit%20%28USA%29.7z
Pinobee [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Pinobee%20%28USA%29.7z
Pinocchia no Miru Yume (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Pinocchia%20no%20Miru%20Yume%20%28Japan%29.7z
Pipe Dreams 3D [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Pipe%20Dreams%203D%20%28USA%29.7z
Pitball (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Pitball%20%28E%29%20%5BSLES-00201%5D.rar
Pitball [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Pitball%20%28USA%29.7z
Pitfall 3D - Beyond the Jungle (F);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Pitfall%203D%20-%20Beyond%20the%20Jungle%20%28F%29%20%5BSLES-00836%5D.7z
Pitfall 3D - Beyond The Jungle [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Pitfall%203D%20-%20Beyond%20the%20Jungle%20%28USA%29.7z
Pitfall 3D - Beyond the Jungle [U] (Demo);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Pitfall%203D%20-%20Beyond%20the%20Jungle%20%28USA%29%20%28Demo%29.7z
Pixygarden (Japan) (Extra Disc);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Pixygarden%20%28Japan%29%20%28Extra%20Disc%29.7z
Pixygarden (Japan) (Game Disc);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Pixygarden%20%28Japan%29%20%28Game%20Disc%29.7z
Pizza Hut Disc 1 [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Pizza%20Hut%20Disc%201%20%28USA%29.7z
Pizza Hut Disc 2 [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Pizza%20Hut%20Disc%202%20%28USA%29.7z
Pizza Hut Pizza-Powered [DEMO] [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Pizza%20Hut%20Demo%20CD%20%28USA%29.7z
Planet Laika - Kasei Mokushiroku (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/bks/nr/PSX-Asia-Non-Redump/Planet%20Laika%20-%20Kasei%20Mokushiroku%20%28Japan%29%20%5BSLPM-86264%5D.rar
Planet of the Apes (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Planet%20of%20the%20Apes%20%28E%29%20%5BSLES-03844%5D.7z
Planet of the Apes [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Planet%20of%20the%20Apes%20%28USA%29.7z
Play de Oboeru - Eitango Deruderu 1700 - Center Shiken Level Taiou (Japan) (v1.0);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Play%20de%20Oboeru%20-%20Eitango%20Deruderu%201700%20-%20Center%20Shiken%20Level%20Taiou%20%28Japan%29%20%28v1.0%29.7z
Play Fun 01-00 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Play%20Fun%2001-00%20%28G%29%20%5BSLED-02519%5D.7z
Play Fun 02-00 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Play%20Fun%2002-00%20%28G%29%20%5BSLED-02309%5D.7z
Play Fun 09-99 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Play%20Fun%2009-99%20%28G%29%20%5BSLED-02188%5D.7z
Play Fun 10-99 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Play%20Fun%2010-99%20%28G%29%20%5BSLED-02291%5D.7z
Play Fun 11-99 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Play%20Fun%2011-99%20%28G%29%20%5BSLED-02311%5D.rar
Play Fun 12-99 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Play%20Fun%2012-99%20%28G%29%20%5BSLED-02414%5D.rar
Play with the Teletubbies [NTSC-U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/Play%20with%20the%20Teletubbies%20%28USA%29.7z
Play Zone Vol. 19 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Play%20Zone%20Vol.%2019%20%28G%29%20%5BSLED-02832%5D.7z
Play Zone Vol. 21 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Play%20Zone%20Vol.%2021%20%28G%29%20%5BSLED-02987%5D.7z
Play Zone Vol. 23 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Play%20Zone%20Vol.%2023%20%28G%29%20%5BSLED-03160%5D.7z
Play Zone Vol. 24 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Play%20Zone%20Vol.%2024%20%28G%29%20%5BSLED-03165%5D.7z
Play Zone Vol. 25 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Play%20Zone%20Vol.%2025%20%28G%29%20%5BSLED-03255%5D.7z
Play! '98 Fuyu Taikenban (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Play%21%20%2798%20Fuyu%20Taikenban%20%28Japan%29.7z
Play! '98 Fuyu Taikenban (Japan) (Alt);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/Play%21%20%2798%20Fuyu%20Taikenban%20%28Japan%29%20%28Alt%29.7z
Player Manager (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Player%20Manager%20%28E%29%20%5BSLES-00319%5D.7z
Player Manager Ninety Nine (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Player%20Manager%20Ninety%20Nine%20%28G%29%20%5BSLES-01766%5D.7z
Player Manager Novanta Nove (I);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Player%20Manager%20Novanta%20Nove%20%28I%29%20%5BSLES-01767%5D.7z
PlayStadium 4 - Fumetsu no Dai League Ball (Japan);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/psxj/psxjap/PlayStadium%204%20-%20Fumetsu%20no%20Dai%20League%20Ball%20%28Japan%29.7z
PlayStation Demo Disc - Shock Your System! [U] (SCUS-94482);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/PlayStation%20Demo%20Disc%20-%20Shock%20Your%20System%21%20%28USA%29%20%28SCUS-94482%29.7z
PlayStation Demo Disc - Shock Your System! [U] (SCUS-94496);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/PlayStation%20Demo%20Disc%20-%20Shock%20Your%20System%21%20%28USA%29%20%28SCUS-94496%29.7z
PlayStation Demo Disc Version 1.3 [U];http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/PSX-Redump/PlayStation%20Demo%20Disc%20Version%201.3%20%28USA%29.7z
PlayStation Demo Disc Version 1.5 [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Demo%20Disc%20Version%201.5%20%28USA%29.7z
PlayStation Developer's Demo Disc [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Developer%27s%20Demo%20Disc%20%28USA%29.7z
PlayStation Kiosk Demo Disc Version 1.16 [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Kiosk%20Demo%20Disc%20Version%201.16%20%28USA%29.7z
PlayStation Picks [U] (SCUS-94952);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Picks%20%28USA%29%20%28SCUS-94952%29.7z
PlayStation Picks [U] (SCUS-94960);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Picks%20%28USA%29%20%28SCUS-94960%29.7z
PlayStation Underground 3.1 [U] (Disc 1);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%203.1%20%28USA%29%20%28Disc%201%29.7z
PlayStation Underground 3.1 [U] (Disc 2);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%203.1%20%28USA%29%20%28Disc%202%29.7z
PlayStation Underground 3.2 [U] (Disc 1);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%203.2%20%28USA%29%20%28Disc%201%29.7z
PlayStation Underground 3.2 [U] (Disc 2);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%203.2%20%28USA%29%20%28Disc%202%29.7z
PlayStation Underground 3.3 [U] (Disc 1);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%203.3%20%28USA%29%20%28Disc%201%29.7z
PlayStation Underground 3.3 [U] (Disc 2);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%203.3%20%28USA%29%20%28Disc%202%29.7z
PlayStation Underground 3.4 [U] (Disc 1);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%203.4%20%28USA%29%20%28Disc%201%29.7z
PlayStation Underground 3.4 [U] (Disc 2);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%203.4%20%28USA%29%20%28Disc%202%29.7z
PlayStation Underground 4.1 [U] (Disc 1);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%204.1%20%28USA%29%20%28Disc%201%29.7z
PlayStation Underground 4.1 [U] (Disc 2);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%204.1%20%28USA%29%20%28Disc%202%29.7z
PlayStation Underground 4.2 [U] (Disc 1);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%204.2%20%28USA%29%20%28Disc%201%29.7z
PlayStation Underground 4.2 [U] (Disc 2);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%204.2%20%28USA%29%20%28Disc%202%29.7z
PlayStation Underground 4.3 [U] (Disc 1);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%204.3%20%28USA%29%20%28Disc%201%29.7z
PlayStation Underground 4.3 [U] (Disc 2);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%204.3%20%28USA%29%20%28Disc%202%29.7z
PlayStation Underground 4.4 [U] (Disc 1);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%204.4%20%28USA%29%20%28Disc%201%29.7z
PlayStation Underground Jampack - Fall 2001 [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Jampack%20-%20Fall%202001%20%28USA%29.7z
PlayStation Underground Jampack - Summer '99 [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Jampack%20-%20Summer%20%2799%20%28USA%29.7z
PlayStation Underground Jampack - Summer 2K [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Jampack%20-%20Summer%202K%20%28USA%29.7z
PlayStation Underground Jampack - Winter '98 [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Jampack%20-%20Winter%20%2798%20%28USA%29.7z
PlayStation Underground Jampack - Winter '99 [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Jampack%20-%20Winter%20%2799%20%28USA%29.7z
PlayStation Underground Jampack - Winter 2000 [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Jampack%20-%20Winter%202000%20%28USA%29.7z
PlayStation Underground Jampack [U];http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Jampack%20%28USA%29.7z
PlayStation Underground Number 1 [U] (Disc 1);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Number%201%20%28USA%29%20%28Disc%201%29.7z
PlayStation Underground Number 1 [U] (Disc 2);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Number%201%20%28USA%29%20%28Disc%202%29.7z
PlayStation Underground Number 2 [U] (Disc 1);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Number%202%20%28USA%29%20%28Disc%201%29.7z
PlayStation Underground Number 2 [U] (Disc 2);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Number%202%20%28USA%29%20%28Disc%202%29.7z
PlayStation Underground Number 3 [U] (Disc 1);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Number%203%20%28USA%29%20%28Disc%201%29.7z
PlayStation Underground Number 3 [U] (Disc 2);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Number%203%20%28USA%29%20%28Disc%202%29.7z
PlayStation Underground Number 4 [U] (Disc 1);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Number%204%20%28USA%29%20%28Disc%201%29.7z
PlayStation Underground Number 4 [U] (Disc 2);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Number%204%20%28USA%29%20%28Disc%202%29.7z
PlayStation Underground Volume 2 Issue 1 [U] (Disc 1);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Volume%202%20Issue%201%20%28USA%29%20%28Disc%201%29.7z
PlayStation Underground Volume 2 Issue 1 [U] (Disc 2);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Volume%202%20Issue%201%20%28USA%29%20%28Disc%202%29.7z
PlayStation Underground Volume 2 Issue 2 [U] (Disc 1);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Volume%202%20Issue%202%20%28USA%29%20%28Disc%201%29.7z
PlayStation Underground Volume 2 Issue 2 [U] (Disc 2);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Volume%202%20Issue%202%20%28USA%29%20%28Disc%202%29.7z
PlayStation Underground Volume 2 Issue 4 [U] (Disc 1);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Volume%202%20Issue%204%20%28USA%29%20%28Disc%201%29.7z
PlayStation Underground Volume 2 Issue 4 [U] (Disc 2);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Volume%202%20Issue%204%20%28USA%29%20%28Disc%202%29.7z
PlayStation Underground Volume 2.3 [U] (Disc 1);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Volume%202.3%20%28USA%29%20%28Disc%201%29.7z
PlayStation Underground Volume 2.3 [U] (Disc 2);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/PSX-Redump/PlayStation%20Underground%20Volume%202.3%20%28USA%29%20%28Disc%202%29.7z
Playstation Zone CD Vol. 1 (G);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-PAL/Playstation%20Zone%20CD%20Vol.%201%20%28G%29%20%5BSLED-01633%5D.rar
Playstation Zone CD Vol. 10 (G);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-PAL/Playstation%20Zone%20CD%20Vol.%2010%20%28G%29%20%5BSLED-02190%5D.7z
Playstation Zone CD Vol. 11 (G);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-PAL/Playstation%20Zone%20CD%20Vol.%2011%20%28G%29%20%5BSLED-02275%5D.7z
Playstation Zone CD Vol. 13 (G);http://162.210.194.49/happyxhJ1ACmlTrxJQpol71nBc/may/PSX-PAL/Playstation%20Zone%20CD%20Vol.%2013%20%28G%29%20%5BSLED-02381%5D.rar
Playstation Zone CD Vol. 15 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Playstation%20Zone%20CD%20Vol.%2015%20%28G%29%20%5BSLED-02518%5D.rar
Playstation Zone CD Vol. 16 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Playstation%20Zone%20CD%20Vol.%2016%20%28G%29%20%5BSLED-02592%5D.7z
Playstation Zone CD Vol. 17 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Playstation%20Zone%20CD%20Vol.%2017%20%28G%29%20%5BSLED-02683%5D.rar
Playstation Zone CD Vol. 2 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Playstation%20Zone%20CD%20Vol.%202%20%28G%29%20%5BSLED-01724%5D.7z
Playstation Zone CD Vol. 8 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Playstation%20Zone%20CD%20Vol.%208%20%28G%29%20%5BSLED-02078%5D.rar
Playstation Zone CD Vol. 9 (G);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/Playstation%20Zone%20CD%20Vol.%209%20%28G%29%20%5BSLED-02139%5D.7z
PO'ed (E);http://162.210.194.49/113LAJdnnkhry2Jfgs27jHaA/may/PSX-PAL/PO%27ed%20%28E%29%20%5BSLES-00168%5D.rar
